sample_id,cheating_score,label_id,cheating_label,gaze_away_count,gaze_away_total_sec,head_turn_count,head_turn_max_angle,phone_detected_count,multiple_faces_count,audio_anomaly_count,whisper_detected_count,tab_switch_count,fullscreen_exit_count,identity_mismatch_flag,typing_pause_count,answer_change_count,session_duration_sec,audio_duration_ms,audio_rms_energy,audio_zero_crossing_rate,audio_spectral_centroid_hz,audio_spectral_rolloff_hz,audio_spectral_flatness,audio_tempo_bpm,audio_speech_rate_syl_per_sec,audio_mfcc_1,audio_mfcc_2,audio_mfcc_3,audio_mfcc_4,audio_mfcc_5,audio_mfcc_6,audio_mfcc_7,audio_mfcc_8,audio_mfcc_9,audio_mfcc_10,audio_mfcc_11,audio_mfcc_12,audio_mfcc_13,audio_delta_mfcc_1,audio_delta_mfcc_2,audio_delta_mfcc_3,audio_delta_mfcc_4,audio_delta_mfcc_5,audio_delta_mfcc_6,audio_delta_mfcc_7,audio_delta_mfcc_8,audio_delta_mfcc_9,audio_delta_mfcc_10,audio_delta_mfcc_11,audio_delta_mfcc_12,audio_delta_mfcc_13,audio_class_id,audio_is_suspicious,eye_left_pupil_x,eye_left_pupil_y,eye_right_pupil_x,eye_right_pupil_y,eye_iris_left_offset_x,eye_iris_left_offset_y,eye_iris_right_offset_x,eye_iris_right_offset_y,eye_head_yaw_deg,eye_head_pitch_deg,eye_blink_rate_per_min,eye_fixation_duration_ms,eye_saccade_velocity,eye_looking_away,face_recog_cosine_similarity,face_recog_euclidean_distance,face_recog_is_match,expression_face_width,expression_face_height,expression_mouth_open_ratio,expression_eye_openness_left,expression_eye_openness_right,expression_eyebrow_raise_left,expression_eyebrow_raise_right,expression_AU1,expression_AU2,expression_AU3,expression_AU4,expression_AU5,expression_AU6,expression_AU7,expression_AU8,expression_AU9,expression_AU10,expression_AU11,expression_AU12,expression_AU13,expression_AU14,expression_AU15,expression_AU16,expression_AU17,expression_emotion_id,expression_confidence,object_total_objects_detected,object_suspicious_object_count,object_avg_detection_confidence,object_phone_detected_flag,pose_shoulder_width_px,pose_head_tilt_angle,pose_torso_lean_angle,pose_hand_near_face,pose_movement_velocity,pose_nose_x,pose_nose_y,pose_nose_conf,pose_left_eye_x,pose_left_eye_y,pose_left_eye_conf,pose_right_eye_x,pose_right_eye_y,pose_right_eye_conf,pose_left_ear_x,pose_left_ear_y,pose_left_ear_conf,pose_right_ear_x,pose_right_ear_y,pose_right_ear_conf,pose_left_shoulder_x,pose_left_shoulder_y,pose_left_shoulder_conf,pose_right_shoulder_x,pose_right_shoulder_y,pose_right_shoulder_conf,pose_left_elbow_x,pose_left_elbow_y,pose_left_elbow_conf,pose_right_elbow_x,pose_right_elbow_y,pose_right_elbow_conf,pose_left_wrist_x,pose_left_wrist_y,pose_left_wrist_conf,pose_right_wrist_x,pose_right_wrist_y,pose_right_wrist_conf,pose_label_id,pose_is_suspicious,gaze_away_ratio,obj_suspicion_ratio
378,7,0,honest,0,0.0,0,0.0,0,0,1,0,0,0,0,1,6,1880.0,484.0,0.01402,0.1754,3188.6,4866.3,0.1744,91.8,1.26,18.458,-12.031,-0.998,0.232,16.739,12.102,1.887,-19.675,21.918,-34.524,20.11,-8.14,8.997,1.148,-1.253,-0.495,-0.469,3.243,2.063,-1.744,-1.786,2.027,-3.158,3.991,-0.908,0.671,2,1,0.3991,0.5422,0.4636,0.5524,-0.2139,0.1015,-0.2051,0.0874,-19.47,6.68,16.3,209.8,246.7,1,0.9467,0.2823,1,135.9,113.6,0.074,0.426,0.399,0.501,0.574,0.46,0.308,0.0,0.14,0.596,0.178,0.153,0.39,0.277,0.04,0.021,0.196,0.121,0.118,0.203,0.381,0.392,1,0.824,3,2,0.9763000000000001,0,178.3,-2.91,-4.17,0,3.092,0.5883,0.3967,0.948,0.5427,0.3487,0.83,0.5237,0.3194,0.731,0.5269,0.3794,0.985,0.5595,0.3771,0.917,0.5168,0.3293,0.833,0.532,0.3908,0.99,0.6071,0.3328,0.961,0.6019,0.3736,0.854,0.5019,0.3256,0.914,0.5276,0.4025,0.908,6,1,0.0,0.6666666666666666
379,7,0,honest,1,4.1,0,0.0,0,0,1,0,1,0,0,5,4,1727.0,439.0,0.01073,0.1659,3539.1,4641.1,0.3586,116.3,3.1,-23.417,-8.156,-8.703,11.997,-10.326,-19.673,8.108,10.627,11.262,21.163,-5.563,-25.617,-4.098,-2.203,-1.21,-3.138,2.053,-1.291,-1.534,1.151,3.186,0.578,0.117,-0.103,-2.898,-0.352,2,1,0.6322,0.5086,0.6939,0.5123,0.2882,-0.0072,0.3464,0.0126,32.07,0.61,11.4,158.1,448.2,1,0.8613,0.271,1,122.2,162.1,0.28,0.342,0.29,0.549,0.461,0.018,0.867,0.503,0.096,0.227,0.156,0.0,0.0,0.091,0.122,0.195,0.113,0.105,0.015,0.786,0.593,0.419,4,0.828,1,1,0.7176,0,172.1,11.37,19.54,0,0.785,0.5078,0.4026,0.857,0.4604,0.4027,0.797,0.5347,0.4737,0.759,0.4922,0.4136,0.985,0.4206,0.3837,0.984,0.493,0.372,0.911,0.5179,0.3782,0.95,0.5315,0.4148,0.774,0.4377,0.4387,0.913,0.4619,0.4256,1.035,0.4312,0.4003,0.894,3,0,0.0023740590619571508,1.0
380,16,1,minor_infractions,4,17.3,5,32.1,0,0,1,1,2,2,0,4,5,1892.0,479.0,0.01393,0.1406,3461.8,4371.4,0.4741,122.5,1.27,19.411,2.115,-10.213,-2.237,0.584,3.901,-19.57,25.826,-1.584,-0.09,-12.102,3.505,3.661,2.457,0.126,-0.81,-0.799,-0.138,0.805,-1.649,2.019,-0.531,1.365,-2.667,-0.02,0.488,2,1,0.4936,0.5807,0.5556,0.5881,-0.049,0.2588,-0.0148,0.2278,0.19,23.53,11.4,321.1,136.5,0,0.3857,1.1909,0,117.0,136.3,0.419,0.378,0.357,0.642,0.856,0.173,0.878,0.798,0.128,0.086,0.0,0.256,0.03,0.163,0.076,0.0,0.0,0.146,0.148,0.767,0.664,0.184,4,0.752,1,1,0.8474,1,167.7,5.41,0.14,1,3.055,0.5029,0.2855,0.794,0.4992,0.2904,0.945,0.4808,0.2933,0.925,0.4466,0.3921,0.765,0.5356,0.2266,0.943,0.4812,0.2284,0.802,0.528,0.1754,0.858,0.4502,0.3013,0.928,0.4938,0.2997,0.83,0.4429,0.3238,0.743,0.4603,0.2429,0.762,5,1,0.009143763213530656,1.0
381,38,2,moderate_cheating,13,67.6,8,109.4,0,1,5,2,3,1,1,3,0,1657.0,469.0,0.01287,0.2118,2774.1,4681.0,0.2921,124.2,2.55,-10.742,10.463,-9.87,16.851,-7.117,-31.258,19.164,-33.382,-16.22,13.505,9.954,18.028,-5.468,-2.374,0.181,1.441,1.183,-0.2,-4.822,0.963,-1.922,-2.402,0.762,1.466,1.029,0.264,2,1,0.4299,0.5291,0.4869,0.5203,-0.1274,0.1605,-0.0701,0.1468,-11.48,13.81,15.6,233.6,273.6,1,1.0144,0.2785,1,107.3,154.9,0.094,0.19,0.286,0.639,0.594,0.543,0.418,0.258,0.273,0.905,0.25,0.253,0.336,0.0,0.163,0.03,0.002,0.281,0.1,0.094,0.425,0.216,1,0.815,1,1,1.0,0,168.1,-3.76,7.63,0,1.331,0.5077,0.3916,0.926,0.5295,0.4235,0.975,0.4857,0.3788,0.678,0.4094,0.4064,0.986,0.5545,0.3992,0.893,0.4652,0.3586,0.808,0.5732,0.4575,0.888,0.5434,0.4174,1.024,0.5009,0.3374,0.912,0.5184,0.3807,0.755,0.5189,0.4049,0.923,3,0,0.040796620398310196,1.0
382,38,2,moderate_cheating,5,23.6,10,67.0,2,1,4,3,6,4,1,2,8,1892.0,515.0,0.00321,0.0431,380.1,760.6,0.1904,130.6,2.1,-21.058,6.262,-10.815,-7.484,-38.341,7.883,2.386,-14.556,4.85,24.568,7.016,-8.239,12.389,-2.055,1.446,-0.827,-1.046,-2.101,1.346,0.217,-1.248,-1.47,3.86,2.011,-2.774,0.935,0,0,0.4848,0.4624,0.5491,0.4675,-0.0527,-0.1601,-0.0525,-0.153,-5.38,-12.37,9.6,362.1,134.9,0,0.9255,0.351,1,106.8,119.7,0.283,0.338,0.269,0.527,0.533,0.0,0.724,0.751,0.1,0.231,0.222,0.346,0.136,0.158,0.02,0.103,0.0,0.123,0.051,0.567,0.608,0.294,4,0.663,2,1,0.87865,0,137.4,-4.14,8.86,0,1.007,0.65,0.4085,0.923,0.6817,0.3149,0.872,0.7103,0.3289,0.798,0.5897,0.3359,0.889,0.693,0.368,0.91,0.6683,0.4072,0.856,0.7303,0.3426,0.863,0.5986,0.3591,0.925,0.7406,0.2835,0.872,0.641,0.4158,0.694,0.7085,0.3008,1.012,2,0,0.012473572938689219,0.5
383,66,3,severe_cheating,25,97.9,15,246.4,1,3,12,9,15,6,0,0,3,1865.0,571.0,0.00715,0.2004,1743.0,2898.0,0.3222,154.9,1.32,12.567,-27.812,-0.878,-3.088,-13.711,21.926,-14.221,12.056,-12.172,2.632,-15.401,-20.749,18.712,0.202,-2.721,-0.245,-0.512,0.798,3.09,-1.242,2.672,-0.967,-0.662,0.195,-0.708,2.754,3,0,0.3087,0.4549,0.364,0.4509,-0.3127,-0.0668,-0.3351,-0.0194,-35.78,-1.46,16.1,346.4,412.0,1,0.8462,0.3137,1,132.4,127.8,0.102,0.404,0.405,0.248,0.338,0.658,0.415,0.048,0.271,0.597,0.189,0.043,0.399,0.1,0.221,0.105,0.0,0.29,0.432,0.557,0.221,0.205,2,0.842,2,1,0.8363499999999999,0,153.1,-0.45,1.41,1,1.885,0.4814,0.3127,0.829,0.4816,0.2349,0.776,0.4612,0.3455,0.901,0.5025,0.287,0.988,0.4646,0.2733,0.841,0.5485,0.2542,1.001,0.5396,0.2956,0.846,0.5443,0.2611,0.907,0.5336,0.2687,0.763,0.5496,0.2516,0.939,0.5314,0.2971,0.882,5,1,0.05249329758713137,0.5
384,95,3,severe_cheating,15,53.0,16,114.8,2,2,14,7,10,9,1,3,0,1803.0,404.0,0.03457,0.1393,2217.4,3012.4,0.0014,102.6,2.78,-3.386,-5.102,-16.728,-13.774,29.85,12.356,-12.287,-0.671,7.578,6.695,3.325,10.166,11.693,0.831,1.581,-1.225,-2.153,0.367,0.454,-2.115,0.139,1.286,0.692,-1.305,0.884,-0.183,1,1,0.5867,0.4177,0.6469,0.4176,0.0385,-0.3164,0.1027,-0.2856,9.01,-29.6,15.1,360.3,105.4,0,0.8954,0.326,1,121.6,155.4,0.276,0.35,0.416,0.543,0.409,0.01,0.767,0.693,0.218,0.115,0.0,0.003,0.35,0.129,0.172,0.109,0.087,0.042,0.167,0.807,0.703,0.387,4,0.768,1,0,0.9018,0,149.6,-1.34,3.44,0,2.46,0.5071,0.335,0.895,0.5345,0.2886,0.899,0.6135,0.3288,1.015,0.5639,0.2752,0.837,0.5652,0.3738,0.967,0.6135,0.2783,0.846,0.5538,0.2921,0.9,0.5663,0.2192,0.927,0.4705,0.2706,0.834,0.4838,0.3256,0.803,0.5704,0.2924,0.83,6,1,0.029395452024403773,0.0
385,37,1,minor_infractions,6,16.9,1,8.7,0,0,3,1,1,0,0,5,5,2083.0,490.0,0.01034,0.1907,2031.8,2586.1,0.3598,116.4,2.09,28.783,-18.315,27.644,15.024,0.682,-26.633,7.975,-27.634,10.399,-12.845,1.222,4.082,23.329,3.757,-2.217,2.675,1.788,1.109,-2.095,1.123,-2.479,1.161,-0.686,-1.036,1.109,2.385,3,0,0.4817,0.5256,0.5397,0.5224,-0.0581,0.1224,-0.03,0.1626,-6.02,15.64,13.5,274.5,398.1,1,0.4593,0.9116,0,129.7,137.1,0.145,0.36,0.395,0.224,0.219,0.123,0.204,0.171,0.085,0.243,0.154,0.106,0.128,0.0,0.078,0.047,0.146,0.154,0.0,0.174,0.099,0.105,0,0.619,1,1,0.8637,0,164.7,5.65,11.56,0,0.775,0.7254,0.3508,0.882,0.6808,0.4526,0.799,0.6546,0.3519,0.964,0.6974,0.3676,1.009,0.6856,0.3896,0.937,0.6221,0.3408,0.908,0.7382,0.4257,0.963,0.7074,0.424,0.981,0.6431,0.3922,0.774,0.616,0.4126,0.837,0.678,0.3814,0.994,2,0,0.008113298127700432,1.0
386,17,0,honest,1,5.5,1,6.3,0,0,1,0,0,0,0,0,1,2467.0,496.0,0.01157,0.1409,3135.4,4390.7,0.2429,119.1,0.48,-9.574,3.467,-13.018,-0.676,1.0,-4.436,20.032,-30.428,19.616,17.851,-0.696,-9.773,18.859,-1.318,2.053,-2.53,-1.504,0.139,0.318,3.41,-2.266,1.432,1.354,-1.072,0.208,1.973,2,1,0.4307,0.5342,0.4833,0.5228,-0.1775,0.0124,-0.171,-0.033,-18.46,0.42,18.6,152.2,501.2,1,0.7023,1.7319,0,115.4,155.6,0.073,0.381,0.218,0.289,0.316,0.231,0.319,0.057,0.25,0.007,0.327,0.157,0.425,0.183,0.109,0.124,0.138,0.133,0.0,0.015,0.071,0.0,3,0.713,1,1,0.8535,0,165.8,2.12,14.41,0,1.702,0.7039,0.3392,0.771,0.7111,0.3578,0.791,0.7518,0.2893,1.042,0.6729,0.3626,0.778,0.6555,0.3488,0.963,0.5929,0.3547,0.904,0.636,0.3086,0.924,0.6845,0.3562,0.823,0.6569,0.344,0.908,0.6386,0.3917,0.819,0.6508,0.3753,0.828,2,0,0.0022294284556141062,1.0
387,16,0,honest,2,8.4,2,17.4,0,0,0,0,0,0,0,2,4,1734.0,506.0,0.00981,0.221,1576.2,2607.4,0.3337,122.9,2.61,3.189,20.676,21.503,14.104,-3.742,-5.882,13.984,3.538,23.595,36.651,-1.797,-27.198,2.429,-1.605,1.724,1.483,-0.909,0.102,0.174,0.455,0.254,3.936,2.287,-0.663,-2.432,1.463,3,0,0.4737,0.3895,0.5352,0.3922,-0.0223,-0.3101,-0.0656,-0.2739,-4.74,-27.59,15.5,296.8,253.4,0,0.5863,1.3385,0,92.3,124.9,0.087,0.336,0.36,0.313,0.5,0.0,0.126,0.076,0.044,0.058,0.091,0.202,0.149,0.117,0.103,0.156,0.137,0.122,0.258,0.0,0.166,0.306,0,0.683,4,3,0.7992250000000001,1,134.0,2.23,11.35,0,0.863,0.3116,0.4228,0.956,0.3518,0.4048,0.891,0.2874,0.3995,0.913,0.2862,0.3301,0.796,0.3964,0.3434,0.856,0.4122,0.3796,0.854,0.362,0.3381,0.827,0.2773,0.3511,0.931,0.3336,0.3433,0.777,0.3048,0.4369,0.796,0.3924,0.3704,1.013,1,0,0.004844290657439447,0.75
388,15,1,minor_infractions,8,39.1,2,34.5,0,0,2,1,1,1,0,3,8,1935.0,486.0,0.00643,0.3046,2099.1,2458.8,0.1842,102.9,0.88,-14.08,-0.133,-15.961,-4.5,4.068,-5.693,-17.18,-17.539,-3.931,-28.653,-4.815,19.885,-10.34,-0.634,-1.499,-1.238,1.178,1.139,0.037,-1.733,-2.019,-0.361,-1.321,-0.164,1.535,-1.14,3,0,0.6407,0.5028,0.6895,0.4966,0.3501,0.0179,0.2827,-0.0042,32.17,0.23,15.0,159.5,303.2,1,0.9001,0.3284,1,118.5,133.1,0.389,0.419,0.361,0.294,0.31,0.717,0.783,0.049,0.172,0.729,0.481,0.772,0.36,0.302,0.314,0.459,0.038,0.579,0.759,0.366,0.185,0.595,5,0.655,1,1,0.9183,0,157.2,13.32,11.2,0,1.114,0.5709,0.4514,0.903,0.5078,0.4133,1.002,0.5339,0.3578,0.895,0.5352,0.4537,0.896,0.5133,0.4438,0.934,0.5027,0.3976,0.901,0.4989,0.4034,1.017,0.5243,0.4222,0.916,0.5589,0.445,0.838,0.5469,0.4951,0.954,0.6125,0.3737,1.03,3,0,0.02020671834625323,1.0
389,10,0,honest,0,0.0,0,0.0,0,0,0,0,0,0,0,3,4,1848.0,494.0,0.0541,0.1131,1854.1,3439.4,0.056,118.2,3.31,-0.655,-8.241,-1.958,-21.531,-48.126,-22.64,-5.676,14.162,6.645,-14.134,8.665,-8.928,20.416,0.157,-2.32,-2.938,-2.851,-3.965,-0.047,0.478,2.826,-0.241,-1.343,0.976,-1.393,2.104,1,1,0.5065,0.5843,0.5538,0.5905,0.003,0.2628,-0.0269,0.275,-1.04,25.76,12.9,360.0,111.4,0,0.7456,1.061,0,124.5,152.0,0.35,0.351,0.271,0.389,0.513,0.801,0.956,0.173,0.03,0.88,0.294,0.693,0.54,0.29,0.524,0.499,0.345,0.675,0.821,0.39,0.168,0.268,5,0.728,1,0,0.8706,0,155.3,6.73,-10.01,0,2.625,0.3764,0.2257,0.776,0.4737,0.2506,0.813,0.5278,0.2624,0.925,0.4777,0.3255,0.84,0.445,0.2265,0.871,0.4966,0.3238,0.877,0.5595,0.352,0.741,0.4852,0.3333,0.914,0.462,0.2889,0.917,0.4402,0.3117,0.776,0.5256,0.2681,0.839,6,1,0.0,0.0
390,21,1,minor_infractions,8,44.0,4,44.8,1,0,2,1,3,1,0,2,6,1694.0,569.0,0.0601,0.1136,1907.1,3701.3,0.1613,131.4,2.87,14.421,-15.112,12.087,-28.169,-7.553,32.602,8.056,6.648,8.213,-14.999,3.837,-9.707,5.894,2.484,-3.042,0.589,-1.419,-1.775,3.102,-0.504,0.583,0.946,-1.196,0.159,-1.754,1.005,1,1,0.5361,0.5702,0.6003,0.5696,0.1021,0.1832,0.0729,0.1466,8.68,15.64,12.5,312.1,127.7,0,0.9858,0.3236,1,122.5,152.3,0.105,0.433,0.313,0.258,0.422,0.388,0.042,0.093,0.339,0.284,0.008,0.176,0.032,0.0,0.066,0.199,0.0,0.07,0.208,0.152,0.129,0.163,3,1.089,1,1,0.8982,0,161.2,10.53,16.98,0,1.226,0.2955,0.3186,0.859,0.3187,0.3478,0.971,0.3851,0.3119,0.933,0.3376,0.2982,0.78,0.39,0.3154,0.939,0.3827,0.3409,0.76,0.3655,0.3991,0.866,0.2971,0.3346,0.883,0.299,0.3962,0.943,0.3538,0.3106,0.942,0.3952,0.3365,0.893,1,0,0.025974025974025976,1.0
391,23,1,minor_infractions,5,14.3,5,110.3,0,0,2,0,2,2,0,0,7,1465.0,441.0,0.00162,0.0643,536.5,863.7,-0.0719,125.0,2.57,4.11,-9.34,-6.989,-3.926,7.545,15.294,4.011,-5.746,-1.708,-18.011,-19.669,14.178,1.535,0.48,-0.881,-0.279,2.078,1.413,2.43,0.203,-1.16,-1.393,-0.628,-1.485,1.551,1.434,0,0,0.4796,0.6314,0.5331,0.6309,-0.0682,0.3343,-0.0777,0.3714,-7.63,37.33,13.6,330.9,355.0,0,0.4517,1.6913,0,111.9,152.3,0.162,0.467,0.328,0.532,0.562,0.489,0.318,0.299,0.132,0.521,0.163,0.198,0.393,0.003,0.128,0.14,0.251,0.192,0.03,0.131,0.293,0.106,1,1.001,1,0,0.8189,0,157.4,4.44,22.74,0,1.245,0.4871,0.4694,1.004,0.4933,0.4075,0.751,0.5003,0.464,1.044,0.5173,0.4811,0.919,0.5104,0.4833,0.74,0.5209,0.421,0.968,0.5041,0.4374,0.98,0.5797,0.4279,0.883,0.5241,0.5362,0.812,0.5116,0.3777,0.869,0.4298,0.406,0.888,3,0,0.00976109215017065,0.0
392,2,0,honest,0,0.0,1,12.1,0,0,0,0,1,0,0,0,1,1726.0,517.0,0.00198,0.0333,434.6,441.9,0.1611,156.9,1.66,-10.994,0.383,-12.096,10.164,12.449,9.589,7.712,-4.14,9.376,3.628,6.342,0.692,1.87,-1.146,0.48,-1.163,2.097,1.152,0.627,1.515,0.334,1.932,-0.112,0.416,-0.014,-0.813,0,0,0.5258,0.4635,0.5832,0.4595,0.0121,-0.0232,-0.0026,-0.0418,-0.37,-5.44,11.2,347.8,408.2,0,0.8793,0.2209,1,107.9,136.3,0.189,0.197,0.314,0.134,0.413,0.227,0.193,0.034,0.103,0.0,0.062,0.093,0.102,0.064,0.036,0.123,0.249,0.129,0.0,0.219,0.0,0.08,0,1.012,1,1,0.9393,0,146.9,13.77,19.34,0,1.081,0.3013,0.368,0.932,0.3491,0.4607,1.006,0.4513,0.4027,0.891,0.2949,0.3852,0.858,0.3525,0.3348,0.872,0.3079,0.3828,0.89,0.4109,0.4465,0.985,0.4198,0.3131,0.852,0.39,0.3629,0.888,0.4259,0.3492,0.842,0.3926,0.404,0.889,1,0,0.0,1.0
393,12,0,honest,0,0.0,0,0.0,0,0,1,0,0,0,0,4,1,1643.0,502.0,0.00822,0.2165,1794.3,2397.1,0.2792,143.8,0.36,-3.635,5.22,-8.146,27.949,19.475,14.891,0.432,-21.369,7.834,20.035,-17.974,-4.352,-19.901,0.754,-0.207,-0.51,4.024,2.378,1.875,-0.187,-0.692,1.913,0.932,-1.122,-0.695,-1.788,3,0,0.4844,0.5152,0.5448,0.5156,-0.0355,0.2053,-0.0105,0.2397,-2.09,23.18,16.7,309.7,294.8,0,0.8998,0.2674,1,131.0,135.3,0.165,0.398,0.384,0.229,0.367,0.122,0.163,0.097,0.209,0.274,0.045,0.236,0.067,0.277,0.177,0.284,0.175,0.169,0.038,0.253,0.091,0.098,0,0.815,3,1,0.8983,1,167.5,2.44,10.33,0,1.098,0.6379,0.262,0.866,0.6251,0.3137,0.905,0.6221,0.3331,0.899,0.5154,0.3553,0.873,0.6502,0.3046,0.864,0.5988,0.2965,0.855,0.5412,0.3024,0.882,0.6518,0.2576,0.968,0.5698,0.3114,0.873,0.6472,0.2816,0.825,0.5512,0.2769,0.75,2,0,0.0,0.3333333333333333
394,29,1,minor_infractions,2,6.6,5,49.5,0,1,2,1,2,0,0,4,1,1563.0,526.0,0.00189,0.0646,762.5,640.9,0.0568,136.0,1.32,24.008,-2.262,4.945,-2.003,-11.415,13.825,1.52,2.883,-2.283,-8.267,6.52,-0.049,34.507,2.271,1.016,0.152,-0.786,-2.573,0.601,0.551,1.306,-0.686,-1.147,-1.004,0.941,4.784,0,0,0.5051,0.5084,0.5758,0.5048,0.0559,0.0447,0.0408,0.0244,5.28,1.45,8.9,339.8,165.5,0,0.9519,0.2622,1,120.1,149.0,0.024,0.336,0.345,0.299,0.092,0.167,0.1,0.0,0.029,0.0,0.025,0.139,0.089,0.109,0.076,0.184,0.107,0.269,0.029,0.11,0.266,0.054,0,0.83,1,0,0.8104,0,133.9,5.79,-2.45,1,2.98,0.5352,0.3144,0.89,0.5049,0.2568,0.92,0.451,0.2743,0.78,0.4396,0.2958,0.875,0.4387,0.346,0.872,0.5399,0.2604,0.919,0.3887,0.2554,0.893,0.4776,0.3641,0.81,0.4888,0.2141,0.895,0.4479,0.2735,0.839,0.5039,0.2578,0.799,5,1,0.004222648752399232,0.0
395,46,2,moderate_cheating,7,22.2,9,116.4,1,2,3,4,5,2,1,1,8,1592.0,433.0,0.04086,0.1133,2406.2,3006.3,0.2569,115.1,3.72,-4.648,13.641,-19.118,16.344,21.447,0.265,-11.181,-3.371,-9.861,8.22,15.603,-3.106,16.664,-0.208,3.613,-2.774,-0.093,0.697,-0.801,-0.356,-0.754,-2.245,2.529,1.599,-0.393,2.12,1,1,0.5259,0.4079,0.5846,0.4141,0.1246,-0.2461,0.1329,-0.2322,13.87,-26.66,9.1,329.9,254.3,0,0.9439,0.2961,1,122.9,152.4,0.11,0.411,0.347,0.579,0.713,0.293,0.316,0.0,0.044,0.473,0.2,0.068,0.355,0.098,0.0,0.0,0.0,0.0,0.055,0.184,0.351,0.203,1,0.76,1,1,0.6717,1,171.7,9.83,0.13,0,2.326,0.4136,0.2792,0.828,0.449,0.3906,0.833,0.4579,0.3414,0.954,0.5216,0.3654,0.898,0.4679,0.2706,0.853,0.4509,0.3129,0.877,0.461,0.2696,0.915,0.4285,0.328,0.76,0.4618,0.2805,0.818,0.4149,0.3155,0.9,0.4817,0.3221,0.798,6,1,0.013944723618090451,1.0
396,29,1,minor_infractions,6,30.5,5,83.1,0,0,1,1,3,2,0,5,2,1773.0,509.0,0.00935,0.1808,1833.2,2790.5,0.2732,114.9,1.24,-21.129,-7.06,-3.081,7.898,-14.75,16.825,-9.882,6.438,-20.017,-6.731,-24.498,22.781,-1.295,-2.005,0.713,-2.212,0.411,-2.401,3.328,-0.242,0.208,-1.192,-0.183,-2.392,1.202,-0.667,3,0,0.4697,0.5257,0.5301,0.5332,0.0009,0.0289,-0.03,-0.0038,-0.22,5.3,11.8,356.7,230.0,0,0.6416,0.523,0,124.9,123.3,0.252,0.317,0.313,0.129,0.32,0.873,0.62,0.196,0.0,0.725,0.167,0.667,0.525,0.379,0.467,0.386,0.356,0.427,0.687,0.114,0.136,0.446,5,0.708,1,0,0.9446,0,172.7,-20.84,3.03,0,2.937,0.472,0.2725,0.743,0.4843,0.2271,0.931,0.5507,0.3061,0.953,0.4787,0.2675,0.944,0.535,0.1287,0.901,0.5304,0.255,0.915,0.4972,0.2528,0.912,0.4794,0.2564,0.83,0.4711,0.3096,0.826,0.4789,0.2559,0.929,0.496,0.2105,0.902,6,1,0.017202481669486746,0.0
397,6,0,honest,2,10.1,0,0.0,0,0,1,0,0,0,0,2,1,2140.0,465.0,0.00189,0.0972,810.8,792.3,0.1321,124.1,0.25,-6.263,-16.646,1.604,-4.907,5.409,1.214,-12.832,11.183,8.943,-1.902,1.275,3.753,-18.499,-1.545,-1.686,-2.192,2.068,-0.049,-0.635,-1.097,-1.291,0.7,-1.132,1.222,-1.178,-1.907,0,0,0.5062,0.4259,0.5674,0.4252,0.0144,-0.1683,0.0029,-0.1499,0.16,-17.7,10.3,412.7,31.5,0,0.9134,0.2154,1,124.4,134.2,0.104,0.316,0.325,0.639,0.65,0.475,0.499,0.151,0.056,0.583,0.252,0.064,0.396,0.117,0.079,0.0,0.124,0.0,0.125,0.095,0.337,0.267,1,0.811,1,1,0.7958,0,148.6,-5.44,4.87,1,2.798,0.4406,0.3561,0.871,0.4523,0.3379,0.916,0.4023,0.2928,0.783,0.4967,0.3382,0.983,0.422,0.2842,1.009,0.485,0.3128,0.881,0.4381,0.3031,0.902,0.4102,0.3262,0.72,0.4716,0.3245,0.937,0.465,0.3433,0.981,0.4675,0.3413,0.932,5,1,0.004719626168224299,1.0
398,25,1,minor_infractions,4,17.2,3,44.1,1,0,3,1,1,1,0,5,5,1882.0,520.0,0.00792,0.2416,1749.4,2551.2,0.3048,129.7,0.61,27.057,-8.651,-21.537,45.191,-1.96,2.565,-4.612,0.05,-14.04,40.177,18.554,-8.558,3.963,4.149,-1.561,-2.376,4.944,-2.416,0.982,-0.724,0.59,-0.786,2.864,3.151,-1.991,0.661,3,0,0.5985,0.6155,0.6525,0.6214,0.1236,0.2757,0.149,0.3135,14.52,30.46,16.0,238.3,383.1,1,0.9011,0.4817,1,115.1,139.8,0.198,0.378,0.384,0.583,0.41,0.407,0.875,0.564,0.0,0.0,0.038,0.091,0.248,0.278,0.122,0.061,0.014,0.0,0.159,0.805,0.795,0.382,4,0.967,1,0,1.0,0,136.4,-15.42,-4.99,0,2.593,0.4761,0.331,0.78,0.5247,0.3319,0.806,0.513,0.3258,0.897,0.5301,0.2932,1.022,0.5135,0.3493,0.838,0.468,0.3112,0.845,0.4986,0.277,0.914,0.5315,0.3624,0.909,0.4172,0.3307,0.97,0.5106,0.3433,0.948,0.5058,0.3177,0.861,4,1,0.009139213602550478,0.0
